CRIM,ZN,INDUS,CHAS,NOX,RM,AGE,DIS,RAD,TAX,PTRATIO,B,LSTAT,PRICE,Predicted Price
12.8023,0.0,18.1,0.0,0.74,5.854,96.6,1.8956,24,666,20.2,240.52,23.79,10.8,11.076162766820154
10.6718,0.0,18.1,0.0,0.74,6.459,94.8,1.9879,24,666,20.2,43.06,23.98,11.8,12.234669683141046
6.28807,0.0,18.1,0.0,0.74,6.341,96.4,2.072,24,666,20.2,318.01,17.79,14.9,17.840816038583178
9.92485,0.0,18.1,0.0,0.74,6.251,96.6,2.198,24,666,20.2,388.52,16.44,12.6,18.17515576874925
9.32909,0.0,18.1,0.0,0.713,6.185,98.7,2.2616,24,666,20.2,396.9,18.13,14.1,17.21294529851832
7.52601,0.0,18.1,0.0,0.713,6.417,98.3,2.185,24,666,20.2,304.21,19.31,13.0,17.2050734136398
6.71772,0.0,18.1,0.06995884773662552,0.713,6.749,92.6,2.3236,24,666,20.2,0.32,17.44,13.4,16.802997677161535
5.44114,0.0,18.1,0.0,0.713,6.655,76.80000000000001,2.3552,24,666,20.2,355.29,17.73,15.2,20.508706338951683
5.09017,0.0,18.1,0.0,0.713,6.297,91.8,2.3682,24,666,20.2,385.09,17.27,16.1,18.65771321485959
8.24809,0.0,9.69,0.0,0.713,7.393,99.3,2.4527,24,666,20.2,375.87,16.74,17.8,23.99137201367441
9.51363,0.0,18.1,0.0,0.713,6.728,94.1,2.4961,24,666,20.2,6.68,18.71,14.9,15.389722141261833
4.75237,0.0,18.1,0.0,0.713,6.525,86.5,2.4358,24,666,20.2,50.92,18.13,14.1,15.940210898888036
4.66883,0.0,18.1,0.0,0.713,5.976,87.9,2.5806,24,666,20.2,10.48,19.01,12.7,11.928614409300216
8.20058,0.0,18.1,0.0,0.713,5.936,80.3,2.7792,24,666,20.2,3.5,16.94,13.5,12.195616268605976
7.75223,0.0,9.69,0.0,0.713,6.301,83.7,2.7831,24,666,20.2,272.21,16.23,14.9,17.41279976286682
6.80117,0.0,18.1,0.0,0.713,6.081,84.4,2.7175,24,666,20.2,396.9,14.7,20.0,18.42700174691669
0.253715,0.0,18.1,0.0,0.713,6.701,90.0,2.5975,24,666,20.2,255.23,16.42,16.4,20.09755093419201
3.69311,0.0,18.1,0.0,0.713,6.376,88.4,2.5671,24,666,20.2,391.43,14.65,17.7,20.38283873836469
6.65492,0.0,18.1,0.0,0.713,6.317,83.0,2.7344,24,666,20.2,396.9,13.99,19.5,20.059116978701546
5.82115,0.0,18.1,0.0,0.713,6.513,89.9,2.8016,24,666,20.2,393.82,10.29,20.2,22.572194301038607
7.83932,0.0,18.1,0.0,0.655,6.209,65.4,2.9634,24,666,20.2,396.9,13.22,21.4,20.369713002659594
0.253715,0.0,18.1,0.06995884773662552,0.655,5.759,48.2,3.0665,24,666,20.2,334.4,14.13,19.9,18.348740229147666
3.77498,0.0,9.69,0.0,0.655,5.952,84.7,2.8715,24,666,20.2,22.01,17.15,19.0,13.056511765538254
4.42228,0.0,18.1,0.0,0.584,6.003,94.5,2.5403,24,666,20.2,331.29,21.32,19.1,15.196442977918574
15.5757,0.0,18.1,0.0,0.58,5.926,71.0,2.9084,24,666,20.2,368.74,18.13,19.1,15.743019894559357
13.0751,0.0,18.1,0.0,0.58,5.713,56.7,2.8237,24,666,20.2,396.9,14.76,20.1,17.365700519569035
4.34879,0.0,18.1,0.0,0.58,6.167,84.0,3.0334,24,666,20.2,396.9,16.29,19.9,18.874638805655234
4.03841,0.0,18.1,0.0,0.532,6.229,90.7,3.0993,24,666,20.2,395.33,12.87,19.6,20.815549435836985
3.56868,0.0,18.1,0.0,0.58,6.437,75.0,2.8965,24,666,20.2,393.37,14.36,23.2,21.749684233328544
4.64689,0.0,18.1,0.0,0.614,6.98,67.6,2.5329,24,666,20.2,374.68,12.715432098765433,29.8,25.596956082675966
8.05579,0.0,18.1,0.0,0.584,5.427,95.4,2.4298,24,666,20.2,352.58,18.14,13.8,13.541039577064675
6.39312,0.0,18.1,0.0,0.584,6.162,97.4,2.206,24,666,20.2,302.76,24.1,13.3,14.55345557545758
4.87141,0.0,18.1,0.0,0.614,6.484,93.6,2.3053,24,666,20.2,396.21,18.68,16.7,19.8024353029679
15.0234,0.0,18.1,0.0,0.614,5.304,97.3,2.1007,24,666,20.2,349.48,24.91,12.0,9.074002429271484
10.233,0.0,18.1,0.0,0.614,6.185,96.7,2.1705,24,666,20.2,379.7,18.03,14.6,17.791255379536537
14.3337,0.0,18.1,0.06995884773662552,0.614,6.229,88.0,1.9512,24,666,20.2,383.32,13.11,21.4,20.65707706310451
5.82401,0.0,18.1,0.0,0.532,6.242,64.7,3.4242,24,666,20.2,396.9,10.74,23.0,22.138781667046445
5.70818,0.0,18.1,0.0,0.532,6.75,74.9,3.3317,24,666,20.2,393.07,7.74,23.7,25.999451999089896
5.73116,0.0,18.1,0.06995884773662552,0.532,7.061,77.0,3.4106,24,666,20.2,395.28,7.01,25.0,28.027788819733622
2.81838,0.0,18.1,0.0,0.532,5.762,40.3,4.0983,24,666,20.2,392.92,10.42,21.8,19.95821528361607
2.37857,0.0,18.1,0.0,0.583,5.871,41.9,3.724,24,666,20.2,370.73,13.34,20.6,19.09654648854665
3.67367,0.0,18.1,0.0,0.583,6.312,51.9,3.9917,24,666,20.2,388.62,10.58,21.2,22.096399152633033
5.69175,0.0,18.1,0.0,0.583,6.114,79.8,3.5459,24,666,20.2,392.68,14.98,19.1,18.449939602279184
4.83567,0.0,18.1,0.0,0.583,5.905,53.2,3.1523,24,666,20.2,388.22,11.45,20.6,20.444913545921157
0.15086,0.0,27.74,0.0,0.609,5.454,92.7,1.8209,4,711,20.1,395.09,18.06,15.2,10.38178933127027
0.18337,0.0,27.74,0.0,0.609,5.414,98.3,1.7554,4,711,20.1,344.05,23.97,7.0,6.745545541779503
0.20746,0.0,27.74,0.0,0.609,5.093,98.0,1.8226,4,711,20.1,318.43,29.68,8.1,2.006173348552764
0.10574,0.0,27.74,0.0,0.609,5.983,98.8,1.8681,4,711,20.1,390.11,18.07,13.6,12.882938930664583
0.11132,0.0,27.74,0.0,0.609,5.983,83.5,2.1099,4,711,20.1,396.9,13.35,20.1,15.355255128539394
0.17331,0.0,9.69,0.0,0.585,5.707,54.0,2.3817,6,391,19.2,396.9,12.01,21.8,20.646845489059967
0.27957,0.0,9.69,0.0,0.585,5.926,42.6,2.3817,6,391,19.2,396.9,13.59,24.5,21.44955619015386
0.17899,0.0,9.69,0.0,0.585,5.67,28.8,2.7986,6,391,19.2,393.29,17.6,23.1,18.098751149302423
0.2896,0.0,9.69,0.0,0.585,5.39,72.9,2.7986,6,391,19.2,396.9,21.14,19.7,13.49577958056439
0.26838,0.0,9.69,0.0,0.585,5.794,70.6,2.8927,6,391,19.2,396.9,14.1,18.3,18.89249881896077
0.23912,0.0,9.69,0.0,0.585,6.019,65.3,2.4091,6,391,19.2,396.9,12.92,21.2,21.463141099885732
0.17783,0.0,9.69,0.0,0.585,5.569,73.5,2.3999,6,391,19.2,395.77,15.1,17.5,17.77548650936668
0.22438,0.0,9.69,0.0,0.585,6.027,79.7,2.4982,6,391,19.2,396.9,14.33,16.8,20.247498353697623
0.06263,0.0,11.93,0.0,0.573,6.593,69.1,2.4786,1,273,21.0,391.99,12.715432098765433,22.4,23.132881757425135
0.04527,0.0,11.93,0.0,0.573,6.12,76.7,2.2875,1,273,21.0,396.9,9.08,20.6,22.35753584621104
0.06076,0.0,11.93,0.0,0.573,6.976,91.0,2.1675,1,273,21.0,396.9,5.64,23.9,28.20572548106051
0.10959,0.0,11.93,0.0,0.573,6.794,89.3,2.3889,1,273,21.0,393.45,6.48,22.0,26.564467589819127
0.04741,0.0,11.93,0.0,0.573,6.03,76.80000000000001,2.505,1,273,21.0,396.9,7.88,11.9,22.14686382963299
